[2025-03-28T00:56:32.727347044Z] [Objectname:/aws-opendata/us-west-2/ncar-cesm2-lens/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/22.32.0.0] [Host:47.12.110.161] [Server:10.129.175.98] [Read:8388608] [Write:0]
[2025-03-26T22:38:50.036193255Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:4326] [Write:0]
[2025-03-26T22:38:50.033811946Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-26T22:38:50.036291574Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/member_id/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:246] [Write:0]
[2025-03-26T22:38:50.024959878Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time_bound/0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-26T22:38:50.025897667Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-26T22:31:49.844569814Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.75.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98989838] [Write:0]
[2025-03-26T22:32:57.904405202Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.81.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98916167] [Write:0]
[2025-03-26T22:33:32.543580121Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.70.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:99040515] [Write:0]
[2025-03-26T22:33:32.549684998Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.79.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98943504] [Write:0]
[2025-03-26T22:33:32.323949238Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.71.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:99020455] [Write:0]
[2025-03-26T22:34:00.941115247Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.74.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:98980779] [Write:0]
[2025-03-26T22:34:00.956994065Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.70.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:99040515] [Write:0]
[2025-03-26T22:34:00.946859567Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.71.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:99020455] [Write:0]
[2025-03-26T22:34:00.943956924Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.73.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:99071213] [Write:0]
[2025-03-26T22:34:00.946919858Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.72.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:99035904] [Write:0]
[2025-03-26T22:30:45.041535236Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/lon/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:657] [Write:0]
[2025-03-26T22:30:45.041881281Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/time/1] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4418] [Write:0]
[2025-03-26T22:30:45.042221242Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHT.zarr/time/0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:4236] [Write:0]
[2025-03-26T22:30:45.042564958Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHT.zarr/lon/0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:657] [Write:0]
[2025-03-26T22:30:45.119106114Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.79.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98943504] [Write:0]
[2025-03-26T22:30:12.129102455Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/time/1] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4418] [Write:0]
[2025-03-26T22:32:22.309262172Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.82.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:49807330] [Write:0]
[2025-03-27T03:32:59.185860906Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/19.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85443784] [Write:0]
[2025-03-27T03:34:59.030589318Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85501026] [Write:0]
[2025-03-27T03:36:59.509103723Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/49.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85444025] [Write:0]
[2025-03-27T03:36:59.499443915Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/16.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85414023] [Write:0]
[2025-03-27T03:33:59.156922790Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/21.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85517438] [Write:0]
[2025-03-27T03:37:58.253842426Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/35.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85561944] [Write:0]
[2025-03-27T03:37:58.273142051Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/33.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85427395] [Write:0]
[2025-03-27T03:37:58.290541450Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/43.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85504226] [Write:0]
[2025-03-27T03:37:58.290592792Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85392323] [Write:0]
[2025-03-27T03:37:58.191539018Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/49.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85553116] [Write:0]
[2025-03-27T03:37:58.209897673Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/46.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85530328] [Write:0]
[2025-03-27T03:37:58.243649322Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/38.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85486611] [Write:0]
[2025-03-27T03:37:58.248835228Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/37.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85545548] [Write:0]
[2025-03-27T03:40:58.401467510Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85480363] [Write:0]
[2025-03-27T03:40:58.401554918Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85465652] [Write:0]
[2025-03-27T21:39:55.082223054Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/16.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85414023] [Write:0]
[2025-03-27T21:39:55.075604697Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85446182] [Write:0]
[2025-03-27T20:33:12.077128706Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:3376] [Write:0]
[2025-03-27T20:33:12.086787449Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:2193] [Write:0]
[2025-03-27T20:33:12.114278556Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:10.129.173.27] [Read:2877] [Write:0]
[2025-03-27T20:33:12.121635946Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:2193] [Write:0]
[2025-03-27T20:33:12.121664229Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/member_id/0] [Host:N/A] [Server:10.129.173.27] [Read:246] [Write:0]
[2025-03-27T20:33:12.124144670Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:10.129.173.27] [Read:3376] [Write:0]
[2025-03-27T20:33:12.148548567Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/z_t/0] [Host:N/A] [Server:10.129.173.27] [Read:223] [Write:0]
[2025-03-27T20:34:24.062644454Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time/0] [Host:N/A] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-27T20:34:24.070071879Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:N/A] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-27T20:34:24.510989966Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/z_t/0] [Host:N/A] [Server:127.0.0.1] [Read:223] [Write:0]
[2025-03-27T20:34:24.511080856Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/z_t/0] [Host:N/A] [Server:127.0.0.1] [Read:223] [Write:0]
[2025-03-27T22:55:26.172252934Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/1.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85444768] [Write:0]
[2025-03-27T22:58:00.783583608Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85542420] [Write:0]
[2025-03-27T22:58:00.783752454Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85392323] [Write:0]
[2025-03-27T22:58:00.783897945Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85459723] [Write:0]
[2025-03-27T22:58:00.786864501Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/29.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85391856] [Write:0]
[2025-03-27T22:58:00.797428544Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/24.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85433914] [Write:0]
[2025-03-27T22:58:00.797455800Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/23.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85391368] [Write:0]
[2025-03-27T22:58:00.797536015Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/23.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85504739] [Write:0]
[2025-03-27T22:58:00.797643905Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/21.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85517438] [Write:0]
[2025-03-27T22:58:00.798690896Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/17.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85452946] [Write:0]
[2025-03-27T22:58:00.821145035Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/4.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85399562] [Write:0]
[2025-03-27T22:58:00.831657308Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/49.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85444025] [Write:0]
[2025-03-27T22:58:00.783960917Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85494001] [Write:0]
[2025-03-27T22:58:00.786999955Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/26.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85449461] [Write:0]
[2025-03-27T22:58:00.783656029Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/31.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85557297] [Write:0]
[2025-03-27T22:58:00.784047033Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85630245] [Write:0]
[2025-03-27T22:58:00.801314221Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/20.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85691225] [Write:0]
[2025-03-27T22:58:00.820314601Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/6.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85545367] [Write:0]
[2025-03-27T22:58:00.822813887Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/2.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85487897] [Write:0]
[2025-03-27T22:58:00.830302737Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/49.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85553116] [Write:0]
[2025-03-27T22:58:00.797591885Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/22.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85518295] [Write:0]
[2025-03-27T22:58:00.799341845Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85446182] [Write:0]
[2025-03-27T22:58:00.807032424Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/9.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85441917] [Write:0]
[2025-03-27T22:58:00.811511899Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/12.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85524421] [Write:0]
[2025-03-27T22:58:00.814632396Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/11.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85523937] [Write:0]
[2025-03-27T22:58:00.803636098Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/13.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85381176] [Write:0]
[2025-03-27T22:58:00.809082955Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/13.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85493657] [Write:0]
[2025-03-27T22:58:00.813701732Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/10.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85562103] [Write:0]
[2025-03-27T22:58:00.820119074Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/11.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85548196] [Write:0]
[2025-03-27T22:58:00.827382185Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/6.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85513543] [Write:0]
[2025-03-27T22:58:00.783989306Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85583190] [Write:0]
[2025-03-27T22:58:00.784108726Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/29.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85449816] [Write:0]
[2025-03-27T22:58:00.807842419Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85436870] [Write:0]
[2025-03-27T22:58:00.809774213Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/9.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85513132] [Write:0]
[2025-03-27T22:58:00.823217237Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/1.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85444768] [Write:0]
[2025-03-27T22:55:26.159906612Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/2.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85487897] [Write:0]
[2025-03-27T22:55:26.158112533Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/2.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85476632] [Write:0]
[2025-03-27T22:55:26.159594646Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/3.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85470229] [Write:0]
[2025-03-27T22:55:26.159876830Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/3.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85471631] [Write:0]
[2025-03-27T22:05:40.094020101Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/11.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85523937] [Write:0]
[2025-03-27T21:55:11.676618407Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/35.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85609232] [Write:0]
[2025-03-27T21:55:10.820415808Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/42.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85497395] [Write:0]
[2025-03-27T21:55:11.625406368Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/46.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85530328] [Write:0]
[2025-03-27T21:55:11.626585279Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/32.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85467231] [Write:0]
[2025-03-27T21:55:11.627666150Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/33.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85427395] [Write:0]
[2025-03-27T22:13:44.513128693Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/42.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.513259064Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/45.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.513479973Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/46.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.514337034Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/46.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.514354055Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/33.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.514739924Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/35.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T21:53:29.424193243Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/43.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85504226] [Write:0]
[2025-03-27T22:02:27.153719568Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/12.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85633204] [Write:0]
[2025-03-27T22:02:47.601122376Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/37.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85545548] [Write:0]
[2025-03-27T22:02:27.703847922Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/36.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85579809] [Write:0]
[2025-03-27T21:56:06.084479733Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85542420] [Write:0]
[2025-03-27T22:54:48.130055380Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/20.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85691225] [Write:0]
[2025-03-27T22:54:48.130184415Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85446182] [Write:0]
[2025-03-27T22:54:48.116099677Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85630245] [Write:0]
[2025-03-27T22:54:48.116160020Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85494001] [Write:0]
[2025-03-27T22:54:48.116280457Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.0.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85517030] [Write:0]
[2025-03-27T22:54:48.124275060Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/23.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85504739] [Write:0]
[2025-03-27T22:54:48.129836048Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/20.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85525921] [Write:0]
[2025-03-27T22:54:48.138365039Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/6.328.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85545367] [Write:0]
[2025-03-27T22:54:48.138478152Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/7.328.0.0.0] [Host:128.117.208.177] [Server:127.0.0.1] [Read:85419834] [Write:0]
